NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;NOMBRE-VIA;CLASE-VIAL;NUM;CODIGO-POSTAL;DISTRITO;LATITUD;LONGITUD;TELEFONO;TIPO
Parque Caramuel; Zona ajardinada consolidada y pegada a otra forestal que ocupa casi un tercio del parque. Tenemos un recorrido biosaludable, agradables zonas de descanso e infantiles,                                                                                                  etc ...                                                      ;;  Zonas infantiles  Zonas de mayores  Instalaciones deportivas  Zona de patinaje  ;Bus: 138;CARAMUEL;CALLE;53;28011;LATINA;404.081.704.733.386;-3.729.395.994.595.500;; Parque
Parque Carlos Arias Navarro; Es uno de los parques principales del distrito, situado en el centro del mismo y dispone de servicios como kiosco, zonas infantiles, deportivas, para mayores, carril bici,  etc . Encontramos una lámina de agua, diferentes plantas y cedros y chopos de gran porte. Entre sus instalaciones se encuentra un arroyo con cascadas en recuerdo del Río Luche, que transcurrió por allí.                                         ;;  Zonas infantiles  Zonas de mayores  Instalaciones deportivas  Auditorios  Carril bici  Carrusel  Kiosco  ; Metro: Aluche (linea 5)  Bus: 25, 121, 131 y 138  RENFE: Aluche ;TEMBLEQUE;CALLE;45;28024;LATINA;40.394.320.359.418.800;-37.592.814.565.910.500;; Parque
Parque Cerro Almodóvar; Parque con una elevada cantidad de arbolado con gran representación de olmos y pino piñonero. Existen zonas de mayores y varias zonas infantiles, plazas de recreo..                                                                         ;;  Zonas infantiles  Zonas de mayores  Zonas caninas  Instalaciones deportivas  Auditorios  Monumento y kiosco  ; Bus: 25, 31 y 138 ;MARCELINO CASTILLO;CALLE;29;28047;LATINA;40.393.928.614.376;-3.744.713.323.980.890;; Parque
Parque Cerro del Tío Pío; Parque dotado de alturas y pendientes, con extensas superficies de praderas y largas alineaciones de arbolado en los paseos. Dispone de equipamientos deportivos en su zona baja y de carril bici, kiosko y mirador en la zona alta.                                             ;;  Zonas infantiles  Zonas de mayores  Instalaciones deportivas  Kiosco Bar  ;Bus: 54, 141 y 143;BENJAMIN PALENCIA;CALLE;2;28038;PUENTE DE VALLECAS;4.039.701.982.315.700;-3.655.239.797.848.880;; Parque
Parque Cerro Peñabel;Cuenta con una plataforma semicircular a modo de mirador y dos glorietas de juegos infantiles. En el centro del parque hay una rotonda bordeada de agua y taludes boscosos                                                           ;;  Zonas infantiles  ;Bus: 42, 132 y 137;CANDIDO MATEOS;CALLE;12;28035;FUENCARRAL-EL PARDO;4.047.406.043.289.470;-3.718.181.785.566.960;; Parque
Parque Cerro Águila; Parque de carácter forestal, el cual destaca por su gran pinar homogéneo de pino piñonero y vegetación de bosque mediterráneo. Está atravesado en su mitad por el camino del cerro del Águila que va a desembocar al  I.E.S.E . de la Universidad de Navarra. En su parte este está limitado por un campo de golf. Existen numerosas mesas para uso y disfrute de los vecinos, así como zonas de merenderos y carteles informativos de la fauna y flora del lugar.                                                                                             ;;;;CERRO DEL AGUILA;CAMINO;1;28023;MONCLOA-ARAVACA;4.045.190.771.190.820;-3.761.757.187.185.660;; Parque
Parque Ciudad de los Ángeles; Parque situado en una zona con gran densidad poblacional. Tiene dos paseos centrales adoquinados con alineaciones de  castaños de indias, que confluyen en un templete. El Parque está compuesto por superficies de césped con diferentes macizos de arbustos, una zona infantil, un parque para mayores y varias pistas deportivas. Dada su ubicación y características, este parque presenta un elevado número de usuarios.                                                                                ;;  Zonas infantiles  Zonas de mayores  Instalaciones deportivas  Templete  ; Metro: Villaverde Bajo Cruce (linea 3)  Bus: 18, 126 y 86 ;ANOETA;CALLE;14;28041;VILLAVERDE;40.352.850.949.880.200;-36.963.807.727.286.300;; Parque
Parque Cuesta del Galbán;Parque Forestal con pendiente media que separa la zona de la Rosa de Luxemburgo en dos partes marcadas. En él se encuentran vegetación típica del bosque mediterráneo: encinas, pinos, esparragueras, y algunos árboles de carácter colonizador. Es una zona de paso para los vecinos residentes ya que se observan sendas marcadas por el uso continuo.                                                                       ;;;Bus: 160;GALBAN;CUESTA;2;28023;MONCLOA-ARAVACA;4.045.019.927.443.570;-3.768.070.614.824.990;; Parque
Parque Cuña Verde de Vicálvaro. Zona A; Parque periurbano situado en el extremo noroeste de Vicálvaro con amplias zonas caninas, pistas deportivas y de patinaje, zonas infantiles y un jardín para ciegos con numerosas especies arbustivas aromáticas etiquetadas en braille.                                     ;;  Zonas infantiles  Zonas de mayores  Zonas caninas  Instalaciones deportivas.  ; Metro: Vicálvaro (linea 9)  Bus: E3 ;DAROCA;AVENIDA;300;28032;VICALVARO;4.040.969.329.689.750;-3.618.025.439.807.100;; Parque
Parque Cuña Verde de Vicálvaro. Zona B; Parque periurbano de transición entre las edificaciones de Vicálvaro y las autopistas periféricas M-40 y Radial 3. Parque urbano con plantaciones de árboles y pradera natural, cuenta con zonas ajardinadas, zonas deportivas, un río artificial y un auditorio.                                   ;;  Zonas infantiles  Zonas de mayores  Zonas caninas  Instalaciones deportivas  Auditorios    ; Metro: San Cipriano (linea 9)  Bus: 4 , E3, 100 ;DAROCA;AVENIDA;299;28032;VICALVARO;4.040.930.295.868.700;-3.616.890.442.862.420;; Parque
Parque de Alfonso XIII; Parque limitado por las calles Alfonso  XIII , Santa María Magdalena y Federico Salmón con amplias praderas algunas de ellas bordeadas por seto de aligustre, amplios macizos de arbustos y diversas alineaciones arbóreas en terrizos.                                                          ;;  Zonas infantiles  Instalaciones deportivas  ;Bus: 52;ALFONSO XIII;AVENIDA;136;28016;CHAMARTIN;4.045.990.434.942.110;-3.669.142.805.075.650;; Parque
Parque de Amos Acero; Parque urbano de uso muy intensivo integrado en el barrio de San Diego, en Vallecas. Aunque no es de grandes dimensiones, tiene diversidad de usos tales como pistas de petanca, zona de gradas de obra, zonas infantiles, zona estancial,  etc .    Otras denominaciones:  Parque de Palomeras                                                                                      ;;  Zonas infantiles  ;Bus: 103, 111, 57, 144, 310;SIERRA MOLINA;CALLE;1;28053;PUENTE DE VALLECAS;4.038.903.628.994.230;-36.665.321.826.830.200;; Parque
Parque de Ana Tutor; El parque hace esquina con dos grandes ejes del distrito y dispone de una zona de patinaje y otra de fútbol sala. Mezcla arbolado nuevo con antiguos de más tamaño y zonas estanciales.                                                                                                                        ;;  Instalaciones deportivas  Zona de patinaje  ;Bus: 49, 64 ;VALLE DE PINARES LLANOS;CALLE;1;28035;FUENCARRAL-EL PARDO;4.048.559.668.319.750;-37.174.080.145.343.400;; Parque
Parque de Arriaga; Parque situado longitudinalmente y al lado de la calle de Arriaga, posee una gran red de paseos y zonas estanciales. Tiene varias pistas deportivas y espacios de juegos infantiles. Existe asimismo un gran estanque circular con fuente en uno de los laterales.                       ;;  Zonas infantiles  Instalaciones deportivas    ;Bus: 106 , 109;DAROCA;AVENIDA;95;28017;CIUDAD LINEAL;40.425.090.271.008.600;-36.427.216.652.412.800;; Parque
Parque de Atenas; Uno de los parques más amplios del distrito Centro, con un papel fundamental dentro de la ciudad debido a la gran diversidad de flora y fauna. Hay que destacar además dentro de su importancia que en él se celebran numerosos actos festivos. Cuenta con zonas recreativas y deportivas.                                                                    ;;  Zonas infantiles  Instalaciones deportivas - Aseos públicos  ;Bus: 3 , 31 , 41 , 50 , 65 , 148 , C1 , L3 ;SEGOVIA;CALLE;28;28005;CENTRO;40.413.971.277.014.000;-3.715.138.075.489.170;; Parque
Parque de Berlín; Parque urbano limitado por las calles Ramón y Cajal, Marcenado y San Ernesto. Como significativo del mismo presenta restos procedentes de la caída del muro de Berlín adornado con bonitas fuentes ornamentales y amplios espacios estanciales, zonas infantiles y macizos arbustivos y extensas masas arbóreas.                                                                       ;;  Zonas infantiles  Zonas de mayores  Zonas caninas  Instalaciones deportivas  Auditorios  Aseo público  Senda botánica   ; Metro: Concha Espina (línea 9)  Bus: 16, 29, 43, 52 y 120 ;RAMON Y CAJAL;AVENIDA;2;28016;CHAMARTIN;4.045.150.372.849.220;-36.760.645.355.093.700;; Parque
Parque de Breogán; Parque delimitado por la Avenida de Brasilia y M-30, el cual presenta amplios terrizos con bosquetes de pinos y alineaciones de ciruelos y zonas infantiles de arena para el esparcimiento de los usuarios. También presenta amplias praderas y limitando a la M-30 macizos de adelfas y rosales.                                                                                      ;;  Zonas infantiles  Instalaciones deportivas    ; Metro: Parque Avenidas (línea 7)  Bus: 21, 43, 48 , 53 y 74 ;BRASILIA;AVENIDA;2;28028;SALAMANCA;40.437.140.971.249.700;-36.608.995.093.418.300;; Parque
Parque de Canillejas;" Situado en el centro del Barrio de Canillejas, cuenta con dos áreas infantiles y una gran explanada donde se localiza un auditorio al aire libre. Los paseos perimetrales se encuentran resguardados por unas pérgolas que sustentan plantas trepadoras. En el lateral que da a la  C/  San Mariano aparece un monumento en homenaje al matador de toros José Cubero &quot;Yiyo&quot;, que fue vecino del barrio. La zona infantil de mayor tamaño está rodeada de praderas sobre las que se disponen varios macizos de flor. En los terrizos cercanos al auditorio se ha instalado un circuito biosaludable para uso vecinal.                                                                             ";;  Zonas infantiles  Zonas de mayores  Zonas caninas  Instalaciones deportivas  Auditorios  Monumentos  ; Bus: 28, 48  ;CIRCE;CALLE;57;28022;SAN BLAS-CANILLEJAS;4.044.191.186.628.210;-3.610.832.880.429.790;; Parque
Parque de Comillas; Este parque se encuentra en la calle Antonio Leyva, entre Plaza Elíptica y Glorieta Marqués de Vadillo. Su jardinería consta de grandes praderas con arbolado y macizos de arbustos y flor. Los paseos por los que podemos caminar son terrizos y pavimentados. Posee zonas estanciales terrizas. En este parque se encuentran varias pistas deportivas como de fútbol, baloncesto, patinaje y petanca. También contamos con zonas infantiles y de mayores. Junto a la calle Baleares, nos encontramos una zona estancial con una fuente ornamental.                                             ;;  Zonas infantiles  Zonas de mayores  Zonas caninas  Instalaciones deportivas  ;Bus: 55, 60 y 116;MIGUEL SORIANO;CALLE;1;28019;CARABANCHEL;4.039.191.419.121.820;-37.141.505.979.369.000;; Parque
Parque de Darwin; Zona verde formada por plazas terrizas con plantaciones diversas. En la parte más próxima a la calle Julia García Boutan existe una zona interbloque formada por parterres de césped rodeados por seto de aligustre.                       ;;  Zonas infantiles  Zonas de mayores  Zonas caninas  Instalaciones deportivas   ;Bus: 8, 20 y 113. ;MANUEL MARIA ARRILLAGA;CALLE;29;28030;MORATALAZ;4.040.687.979.108.530;-3.660.862.691.056.580;; Parque
Parque de Doña Guiomar; Parque dispuesto en taludes con pendientes bastante pronunciadas. Lo más emblemático es la fuente con cascada asociada que se sitúa en la zona más representativa del parque, encajando toda la distribución de la superficie alrededor de la misma. En la zona inferior de la cascada se distribuyen numerosos bancos, a modo de mirador, que invitan a sentarse y relajarse con el ruido del agua al caer. Este parque ha sido recientemente remodelado gracias a las obras del Plan E.                       ;Abierto 24 horas.;;Bus: 7 y 29;ESTACION DE HORTALEZA;CARRETERA;7;28033;HORTALEZA;4.047.600.256.074.510;-36.551.340.067.790.500;; Parque
Parque de Enrique Herreros; Parque situado en la confluencia de las calles Cea Bermúdez y Bravo Murillo. Gran superficie de pradera, zona infantil y de petanca y fuente ornamental.                                                                                                                            ;De 8 a 22 horas;  Zonas infantiles  Zonas de mayores  Zonas caninas  Instalaciones deportivas   ; Metro: Canal (líneas 2, 7) Bus: 3 , 12 , 37 , 149;BRAVO MURILLO;CALLE;49;28003;CHAMBERI;4.043.934.359.051.520;-37.043.941.647.283.200;; Parque
Parque de Francos Rodríguez; Parque antiguo y bastante usado, cuya mejor caracterización es una ría que divide la zona verde en dos partes. Dispone de zonas infantiles en el paseo de las Moreras. También dispone de praderas en buen estado para el uso y disfrute de los vecinos.                       ;;  Zonas infantiles  Aparcamientos de bicicletas  ; Bus: 132, 44  Metro: Francos Rodríguez (línea 7) ;DOCTOR FEDERICO RUBIO Y GALI;AVENIDA;63;28040;MONCLOA-ARAVACA;4.045.374.298.443.810;-3.714.179.732.136.820;; Parque
Parque de Fuencarral; Encuadrado dentro del Barrio de Valverde, al norte del casco antiguo del pueblo de Fuencarral. Nació sobre una zona existente de pinar y cuenta con caminos y paseos, zonas arboladas y taludes, plantaciones de pinos, arbustos y especies arbóreas de sombra, con zonas estanciales.   Dentro de los límites del parque se encuentran unos depósitos del Canal de Santillana.  Son destacables los pinos piñoneros centenarios.                                                            ;;  Zonas infantiles  Zonas de mayores  Instalaciones deportivas  Templete  ;Bus: 66, 137;NUESTRA SEÑORA DE VALVERDE;CALLE;151;28034;FUENCARRAL-EL PARDO;4.050.021.894.773.630;-36.861.244.200.250.700;; Parque
Parque de Fuentechica;Zona verde situada cerca del metro de Fuencarral y es muy transitada por los viandantes. Goza de arbolado variado de gran altura que proporciona sombra, una zona infantil.                                                        ;;;Bus: 66, 137 ;ANASTASIA LOPEZ;CALLE;21;28034;FUENCARRAL-EL PARDO;4.049.571.829.898.630;-36.915.305.267.345.900;; Parque
Parque de Fuentelarreina; Parque con pinos y chopos de buen tamaño sobre praderas naturales. Dispone de zona infantil y zona deportiva.                                                        ;;  Zonas infantiles  ;Bus: 67, 82;ROSALIA DE CASTRO;CALLE;80;28035;FUENCARRAL-EL PARDO;4.048.346.692.636.290;-37.337.736.098.964.600;; Parque
Parque de Gabriela Mistral;Zona verde bastante extensa que abarca desde una zona forestal de 7.5  ha  con pinos, chopos, árboles del paraíso, cipreses,  etc.  y una pista deportiva hasta otra más ajardinada bien equipada. El carril bici transcurre bajo la sombra sus árboles.                                                                                                                                                                    ;;  Pista deportiva  Carril bici   ;Bus: 67;ROSALIA DE CASTRO;CALLE;69;28035;FUENCARRAL-EL PARDO;40.484.467.522.541.800;-37.336.783.173.806.600;; Parque
Parque de Isabel Clara Eugenia; Parque de cuatro hectáreas de superficie con cerramiento perimetral recientemente restaurado para adecuarlo con el resto de la trama urbana y que cuenta con un diseño propio de un jardín particular romántico. La reforma  en el año 2007, recuperó el foro, dotó la zona de nuevo alumbrado público y nuevos accesos, y modificó el diseño del muro. Lo más representativo es, sin duda, el foro, que dispone de gradas y cávea realizada mediante un sistema de hormigón impreso.                       ; Verano: de 7 a 1:30 horas  Invierno: de 7 a 24 horas ;;Bus: 9, 72, 125, 229;MAR CASPIO;CALLE;4;28033;HORTALEZA;40.473.611.797.871.500;-3.646.133.317.289.780;; Parque
Parque de Juan XXIII; Parque de reciente construcción donde destacan sus cambios de pendientes y sus numerosos recovecos, ya que en la zona central existe un bloque de edificios que separan la zona este con la oeste del parque. Está compuesto de numerosos parterres arbustivos y de poco arbolado en su mayoría joven, aunque destaca una higuera de considerable tamaño. Consta de una red de caminos amplia por toda su superficie.                                                                       ;;  Zonas infantiles  ;Metro: Guzmán el Bueno (línea 6 y 7);JUAN XXIII;PASEO;21;28040;MONCLOA-ARAVACA;40.450.619.984.285.900;-37.136.749.543.495.600;; Parque
Parque de la Alcazaba;Parque muy cercano al Parque de la Ventilla. Hasta la calle Ribadavia, el parque baja en talud con césped que se salva mediante una rampa italiana con bordillo. Talud que también se continúa en los desniveles de terreno con la calle Sinesio Delgado. Presenta un gran número de pozos.                                                     ;;  Zonas infantiles  Instalaciones deportivas  Miradores  ;Bus: 42;RIBADAVIA;CALLE;45;28029;FUENCARRAL-EL PARDO;4.047.266.915.640.930;-3.707.125.226.601.670;; Parque
Parque de la Almudena; Parque de grandes dimensiones, con amplios paseos rodeados de setos de aligustre y arbolado. Dispone de multitud de zonas de descanso.    Otras denominaciones  Parque del crematorio de la Almudena                        ;;  Zonas infantiles  ;Bus: 70 , 106;NICOLAS SALMERON;CALLE;4;28017;CIUDAD LINEAL;4.042.060.649.869.600;-36.324.237.307.227.600;; Parque
Parque de la Amistad; Parque que cuenta con un entramado de paseos adoquinados que lo recorren entre praderas de césped y macizos arbustivos, destacando las plantaciones de rosales en forma de estrella de las praderas centrales. Tiene varias pistas deportivas que se sitúan al sur del parque así como zonas infantiles repartidas por su superficie.                                                                               ;;  Zonas infantiles  Instalaciones deportivas  ; Metro: Villaverde Bajo - Cruce (linea 3)  Bus: 18, 116 ;SANTA PETRONILA;CALLE;21;28021;VILLAVERDE;40.348.326.631.620.100;-36.921.658.727.994.700;; Parque
Parque de la Bombilla; Zona verde de gran extensión con un precioso paseo de arbolado maduro, extensas praderas y plantas de todo tipo. Dispone de plazas, zonas infantiles y acceso a una pista municipal de campos de tenis. Son famosas las fiestas de San Antonio que se celebran en junio en dicho parque con actuaciones diversas.                                  ;;  Zonas infantiles  Instalaciones deportivas  Parking de bicicletas  ; Bus : 41, 46 y 75 ;VALLADOLID;AVENIDA;4;28008;MONCLOA-ARAVACA;4.042.834.456.035.840;-3.728.941.931.668.390;; Parque
Parque de la Cuesta de la Vega; Pequeño jardincillo situado en la denominada Cuesta de la Vega, bajo la Catedral de la Almudena. Contiene un busto dedicado al músico italiano Luigi de Boccherini.   Otras denominaciones   Jardín de la Glorieta de Bocherini                                                  ;;;Bus: 31 , 41 , 50 , 65;VEGA;CUESTA;1;28013;CENTRO;4.041.476.219.795.400;-37.154.411.142.835.300;; Parque
Parque de la Dehesa Boyal; Parque que consta de dos zonas claramente diferenciadas: una constituida por praderas de césped y macizos arbustivos que atravesada por un entramado de paseos y caminos se sitúa alrededor de una fuente de grandes dimensiones. La otra zona la forma una masa de pinos carrascos y piñoneros y donde es fácil observar la población de ardillas que allí habita.                                                                                ;;  Zonas infantiles  Zonas de mayores  Circuito deportivo  ; Bus: 59 y 79 ;BURJASOT;CALLE;1;28021;VILLAVERDE;4.034.452.019.989.430;-3.686.887.364.713.820;; Parque
Parque de la Maceta; Parque urbano que conecta la parte edificada de Casalarreina con la cuña verde. Se articula sobre paseos que definen praderas arboladas. El porte de los chopos y plátanos dan al parque una gran sensación de volumen.   Otras denominaciones : Parque Casalarreina                                                           ;;  Zonas infantiles  Zonas caninas  Instalaciones deportivas  ; Metro: Vicálvaro (línea 9)   Bus: E3 , 4 , 100 , 106 , 130  ;DAROCA;AVENIDA;301;28032;VICALVARO;4.040.838.172.678.720;-36.156.327.652.234.800;; Parque
Parque de la Peseta; Este parque como su nombre indica se encuentra junto a la arteria principal del  PAU   (Plan de Actuación Urbanística) de Carabanchel, la Avenida de la Peseta y junto a la estación de metro del mismo nombre. La zona verde en cuestión es de muy reciente construcción, lo mismo que la estación de metro, ya que está construida sobre ella. El parque está formado mayoritariamente por zonas estanciales terrizas y pavimentadas y sobre todo por macizos arbustivos  situados en terrizo. Tan sólo encontramos una pradera longitudinal en un lateral del parque. Esta zona verde municipal está formada por dos niveles, el nivel más bajo que está junto a la Avenida de la Peseta en la que encontramos un gran auditorio y la boca de metro, y la zona más alta en la que encontramos una pequeña lámina de agua y un monolito, que es un antiguo anillo de la tuneladora que pasó bajo el parque. Todas las especies vegetales, tanto arbóreas como arbustivas son muy jóvenes y el parque aun no tiene suficiente sombra en verano.                       ;;  Zonas infantiles  Zonas de mayores  Auditorios  Petanca  ;Bus: 35 Metro: La Peseta (línea 11);SALVADOR ALLENDE;CALLE;3;28054;CARABANCHEL;40.364.341.448.699.800;-3.757.402.071.835.870;; Parque
Parque de la Supermanzana;Parque de entrebloques y en varias alturas con zonas de pinar, paseos, zonas infantiles y campo de fútbol. Tiene alguna pradera y preciosos sauces llorones.                                                                                                                                                                                        ;;  Zonas infantiles.  Instalaciones deportivas  ; Metro: Herrera Oria (línea 9)  Bus: 67, 83 ;SANGENJO;CALLE;27;28034;FUENCARRAL-EL PARDO;4.048.531.189.120.050;-37.006.858.825.216.600;; Parque
Parque de la Vaguada; El parque se estructura en diferentes sectores: paseos, estanques,  etc.  En su extremo oriental está ubicado el Centro Cívico, con un singular diseño a modo de arquería clásica en donde se incorporan los diversos servicios. Hay corrientes de aguas subterráneas y presencia de pozos.                                                                                                                                                                                                         ;;  Zonas infantiles  Zonas de mayores  Instalaciones deportivas  Templete   ;Bus:   67, 83, 124, 127 y 133;VAGUADA;PASEO;13;28029;FUENCARRAL-EL PARDO;4.048.016.602.497.200;-37.112.978.051.427.500;; Parque
Parque de la Ventilla; Zona de pinar delimitado por las calles Sinesio Delgado, Avenida de Asturias, Vía Límite y calle Magnolias. Podemos encontrar aparatos de entrenamiento deportivo, zonas infantiles, área canina así como zonas para hacer picnic, etc. Parque forestal, que ha sido recientemente objeto de obras de mejora.                                                                               ;;  Zonas infantiles  Zonas caninas  Instalaciones deportivas  Circuito biosaludable   ;Bus: 42 , 67 , 147 ;VIA LIMITE;CALLE;51;28029;TETUAN;4.047.342.193.811.740;-36.929.061.067.371.700;; Parque
Parque de la Vicalvarada; El parque gira sobre tres plazas circulares unidas por paseos arbolados formando un gran triángulo. Se definen grandes zonas estanciales y praderas arboladas.                                   ;;  Zonas infantiles  Zonas de mayores  Instalaciones deportivas    ;Bus: 4 , 100 , 106 ;VILLABLANCA;CALLE;1;28032;VICALVARO;4.040.930.182.229.150;-3.608.605.091.516.180;; Parque
Parque de las Avenidas; Parque limitado por la Avenida de Brasilia y M-30, presentando extensas praderas, amplios terrizos con bosquetes de pinos mayoritariamente y varias zonas infantiles.                                                                         ;;  Zonas infantiles  Zonas de mayores  Instalaciones deportivas  Circuito biosaludable   ; Metro: Parque de las Avenidas (línea 7)  Bus: 53, 122 ;BRASILIA;AVENIDA;6;28028;SALAMANCA;4.044.185.168.357.490;-36.610.753.472.863.700;; Parque
Parque de Las Cruces; Parque de gran extensión y arbolado consolidado situado entre Carabanchel y Latina. Presenta masas arbóreas generalmente de pino piñonero y de olmo. Lo más característico es su lago artificial con surtidor central en el que viven  numerosos animales, como patos, cangrejos,  etc . También dispone de numerosas zonas infantiles, quiosco, zonas deportivas variadas, carril bici, varias fuentes y una ría.    Otras denominaciones  Parque de las Tres Cruces                                                     ;;  Zonas infantiles  Instalaciones deportivas  Kiosco  Carril-bici  Pistas de petanca  ; Metro: Aluche (línea 5)  Bus: 17, 117, 121, 131, 139, 155  Renfe: Aluche ;POBLADOS;AVENIDA;74;28044;CARABANCHEL;4.037.746.689.917.420;-37.547.689.345.277.900;; Parque
Parque de las Delicias; Aprovechando la superficie de una antigua estación de ferrocarril, se ha creado un jardín con una distribución alargada, donde predominan unos inmensos cipreses, entre otras especies, que acompañan al visitante en el paseo por el parque. De la estación aun se conservan en el parque las antiguas vías de los trenes, ya que limítrofe con este se sitúa el Museo del Ferrocarril.                                                                       ;;  Zonas infantiles  ; Metro: Delicias (línea 3)  Bus: 8, 19, 45, 47, 59, 85, 86 y 247 ;PARROCO EUSEBIO CUENCA;CALLE;13;28045;ARGANZUELA;40.396.280.768.551.800;-36.893.809.207.693.900;; Parque
Parque de los Llanos;" El parque de Los Llanos, es el más grande de los que existen en el distrito de Hortaleza, con casi 10 hectáreas de superficie ajardinada. Consta de anchas avenidas longitudinales, enmarcadas por alineaciones de   pino piñonero   y arce de hoja de fresno; son ideales para correr o pasear. Dispone, asimismo, de 3 pistas polideportivas, distribuidas en diferentes puntos de su superficie. También se encuentra un área de descanso en el interior del parque, a la altura de la  C/  Francisco Morejón.                       ";Abierto las 24 horas.;  Zonas infantiles  Instalaciones deportivas  ; Metro: Canillas (línea 4).  Bus: 73 , 112 , 120 , 122 , 153. ;DIONISIO INCA YUPANQUI;CALLE;8;28043;HORTALEZA;40.461.621.132.349.000;-36.281.020.785.174.800;; Parque
Parque de los Tilos Fase I; Zona verde que recibe su nombre de la gran cantidad de árboles de la especie Tilia platyphyllos que vegetan en él. Tiene un diseño abierto en el que destacan las pérgolas de madera y los muretes de ladrillo para salvar los pequeños desniveles.                          ;;  Zonas infantiles  ;Bus: 70 y 106;NICOLAS SALMERON;CALLE;1;28017;CIUDAD LINEAL;40.422.169.759.145.500;-36.348.548.961.758.200;; Parque
Parque de Malmoe;" Zona verde de carácter fundamentalmente forestal con grandes terrizos y árboles; atravesada por un carril bici y una red de paseos.                          ";;  Zonas infantiles  ;Bus: 106;MALMOE;CALLE;2;28032;CIUDAD LINEAL;4.041.540.866.888.320;-3.625.727.333.816.080;; Parque
Parque de Manoteras;" El parque, situado a la altura del  n&ordm;  4 de la  C/  Velez Rubio, se ubica en un terreno en forma de cuenca, lo que ha servido para la instalación de unas gradas anexas a una pista polideportiva situada en la parte más baja. Fue inaugurado a primeros de 1979. Junto a éste, en la  C/  Purchena  n&ordm;  16, se encuentra otro pequeño parque cuyo atractivo principal es la presencia de un rocódromo para la práctica de la escalada. Este parque ha sido recientemente remodelado gracias a las obras del Plan E.                                                                      ";Abierto las 24 horas;; Metro: Manoteras (línea 4)  Bus: 7, 29 ;BACARES;CALLE;22;28033;HORTALEZA;40.476.654.320.025.500;-3.662.490.150.184.710;; Parque
Parque de Moratalaz;" Parque urbano inserto entre las viviendas del Polígono &quot;Z&quot; de Moratalaz. El Parque está reticulado por una red de viales de slurry de color, definiendo teselas de praderas y arbustos. Importante cubierta arbórea a base de Plátanos de sombra.                    ";;  Zonas infantiles  Zonas de mayores  Zonas caninas  Instalaciones deportivas    ;Bus: 32, 71;MORATALAZ;AVENIDA;183;28030;MORATALAZ;4.040.882.236.801.760;-3.643.898.652.734.270;; Parque
Parque de Pan Bendito; En el Parque se pueden distinguir claramente dos zonas, una de reciente remodelación con proyecto  FEIL  (Fondo Estatal de Inversión Local), y otra más antigua, que alberga la estación de metro de Abrantes. La nueva está formada por grandes masas arbustivas, pinos de gran envergadura y una pequeña zona de pradera y está dotada con áreas estanciales pavimentadas y terrizas y una zona infantil y otra de juego de mayores. El resto del parque es un gran terrizo, con alguna mesa de ajedrez, y unidades arbóreas aisladas.                        ;;  Zonas infantiles  Zonas de mayores  Zonas caninas  Petanca  ;Bus: 47 , 108 , 118 , 121 , 131 Metro: Pan Bendito (línea 11);POBLADOS;AVENIDA;35;28044;CARABANCHEL;4.038.951.896.001.850;-376.740.436.374.511;; Parque
Parque de Peñagrande; Zona verde con pinos maduros que dan buena sombra debajo de praderas.                                                    ;;  Zonas infantiles  ;Bus: 82;LEOPOLDO ALAS CLARIN;CALLE;53;28035;FUENCARRAL-EL PARDO;4.048.185.149.371.300;-3.732.800.354.586.840;; Parque
Parque de Pinar de Barajas; Zona  forestal de casi  21 hectáreas  que  se  extiende en  su parte  sur a lo largo de la A-2, en el tramo comprendido entre la  C/  Peonías y la  C/  Ignacio Sánchez Mejías, y en su parte norte a lo largo de la Avenida Carondelet. Las especies más representativas, con un 74 % de porcentaje sobre el total de unidades son el pino piñonero y el pino carrasco.               ;Abierto las 24 horas.;;Bus: 114 , 115;A-2;AUTOVIA;700;28027;HORTALEZA;4.044.943.999.585.460;-36.315.854.281.089.800;; Parque
Parque de Plata y Castañar;" Parque con dos zonas claramente diferenciadas  que generan espacios diferentes: una primera colindante con el P&ordm; Ferroviarios y que cuenta con praderas de césped y alineaciones vertebradas por paseos que confluyen  cerca del antiguo auditorio y que cuentan con zonas deportivas e infantiles  salpicadas por toda la zona y otro espacio, más agreste, que perimetra el parque y que, siguiendo los caminos nos permite pasear entre bosquetes de chopos, olmedas y pinares  mostrándonos en su recorrido la avifauna que puebla el parque.                                                                               ";;  Zonas infantiles  Instalaciones deportivas    ; Bus: 22, 76 ;MIRADOR DEL SUR;GLORIETA;1;28021;VILLAVERDE;40.348.762.550.258.800;-3.715.284.870.727.620;; Parque
