NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;NOMBRE-VIA;CLASE-VIAL;NUM;CODIGO-POSTAL;DISTRITO;LATITUD;LONGITUD;TELEFONO;TIPO
Museo de San Isidro. Los orígenes de Madrid; Este espacio museográfico propone un viaje por la historia de la ciudad de Madrid desde la Prehistoria hasta el establecimiento de la Corte, a través de distintas salas como la de San Isidro, el Patio Renacentista, el Jardín Arqueobotánico o el Almacén Visitable.  ;   General:  de martes a domingo y festivos de 9:30 a 20 horas   Agosto:  de martes a viernes de 9:30 a 14:30 horas y sábados, domingos y festivos de 9:30 a 20 horas   Cerrado:  todos los lunes, 1 y 6 de enero, 1 de mayo y 24, 25 y 31 de diciembre  ;"  Sala de investigadores - Biblioteca especializada en arqueología e historia madrileña - Archivo documental - El almacén visitable (más de 600 piezas arqueológicas) y el Jardín arqueobotánico (con información documentada sobre las especies de la ciudad)  Exposición permanente: &quot;Orígenes: Un viaje al pasado de Madrid&quot;. Un recorrido a través de la evolución del territorio madrileño y de sus pobladores hasta el establecimiento de la Corte en 1561. Con proyecciones en 3D estereoscópicas que permiten a los visitantes interactuar con animales de hace 40.000 años procedentes de excavaciones madrileñas.      Otros espacios visitables: las estancias de San Isidro, así como una importante colección de iconografía de San Isidro y de Santa María de la Cabeza.   Investigadores: los fondos del Museo están a disposición de la comunidad científica y los investigadores podrán acceder a ella con una simple petición formal a la dirección.  Visitas guiadas por voluntarios culturales. Talleres didácticos para grupos escolares.  Zona wifi  "; Metro: Latina , Tirso de Molina  Bus: 3 , 17 , 18 , 23 , 35 , 60 , 65 , 148 ;SAN ANDRES;PLAZA;2;28005;CENTRO;40.412.069.631.779.300;-3.710.874.934.826.830;913 667 415;Museo
Museo de Sanidad e Higiene Pública; Con sede en el Instituto de Salud Carlos III, ocupa las antiguas dependencias del Laboratorio de Microbiología del Hospital del Rey. 300  m2  conservados tal cual su antiguo uso, con fondos de mobiliario, instrumental y bibliografía de los antiguos hospitales para enfermos infecciosos del complejo. Se resaltan hitos históricos relevantes en salud pública mediante láminas enmarcadas.  ; Sólo visitas de grupo con cita previa: de lunes a viernes, de 10 a 14 horas.  Cita previa por teléfono: 918 222 414  o a través del correo electrónico:  museodesanidad@isciii.es  ;; Metro: Chamartín (líneas 1, 10), Plaza de Castilla (1, 9, 10)  Bus: 67, 124, 134, 135, 147  Renfe: Chamartín ;MONFORTE DE LEMOS;AVENIDA;5;28029;FUENCARRAL-EL PARDO;4.047.546.597.881.760;-36.900.603.941.123.100;918 222 414  (Cita previa);Museo
Museo del Atlético de Madrid;" En el Museo del Atlético de Madrid &amp; Colección Pablo Ornaque se puede disfrutar de un recorrido histórico por el fútbol en general, y del Atlético de Madrid, en particular, donde los aficionados al fútbol no sólo contemplarán trofeos y objetos, sino también  un museo deportivo con piezas de gran valor museístico que alberga en sus vitrinas.   Se realizan visitas guiadas al estadio y a las instalaciones del Museo ";   Horarios del Museo    De martes a domingo, de 11 a 19 horas.  Días de partido: desde las 11 horas hasta el inicio del encuentro.     Horarios de las visitas guiadas    De martes a domingo a las 12, 13, 16:30 y 17:30 horas  Verano (de 28 de junio al 14 de septiembre): de martes a domingo a las 12, 13, 16:30 y 17:30 horas    ;; Metro: Pirámides (línea 5), Marqués de Vadillo (línea 5)  Bus: 23, 34, 35, 36, 50, 116, 118, 119 ;VIRGEN DEL PUERTO;PASEO;67;28005;ARGANZUELA;40.401.455.987.482.600;-3.721.215.933.848.040;913 650 931 / 902 260 403;Museo
Museo del Ferrocarril de Madrid;Edificio de caracter monumental. Construido como cabecera de la línea Madrid - Extremadura - Portugal en el año 1880 por E. Cachelievre.;  De martes a viernes de 9:30 a 15 horas.   Sábados de 10 a 15 horas.   Domingos de 10 a 15 horas.   Cerrado los lunes (incluidos festivos), del 16 al 31 de agosto (ambos inclusive), y los días 1 y 6 de enero, 1 de mayo y 25 de diciembre.  ;"  Tienda  Teatro  Librería  Cafetería  Archivo y Biblioteca  Parque ferroviario  Salas de Tracción, de Modelismo Ferroviario, de Infraestructura y de Relojes    Actividades    Feria de coleccionismo &lsquo;La Estación&rsquo; (los primeros sábados de cada mes, excepto en agosto)  Mercadillo de modelismo (primeros domingos de cada mes, excepto en agosto)   Actividades para escolares  Teatro familiar (todos los sábados, domingos y festivos, excepto julio y agosto)  Trenes de jardín (todos los domingos, excepto julio y agosto)    "; Metro: Delicias (línea 3)  Bus: 8, 19, 45, 47, 59, 85, 86  Renfe: Delicias ;DELICIAS;PASEO;61;28045;ARGANZUELA;40.400.281.290.485.500;-3.693.817.192.160.560;"902 228 822                                                                                           
";Museo
Museo del Prado; Construido inicialmente como Museo de Ciencias Naturales, este edificio neoclásico fue transformado en pinacoteca de las Colecciones Reales en 1818 con colecciones de pintura, dibujos, grabados, monedas y medallas desde el Románico hasta el siglo  XIX . ;  De lunes a sábado de 10 a 20 horas  Domingos y festivos de 10 a 19 horas  Cerrado los días 1 de enero, 1 de mayo y 25 de diciembre  Horario reducido, de 10 a 14 horas, los días 6 de enero, 24 y 31 de diciembre  Acceso al museo hasta 30 minutos antes del cierre (el desalojo de las salas comienza 10 minutos antes del cierre)  ;  Accesible a personas con discapacidad física  Audioguías temáticas y audioguía infantil  Itinerarios y visitas didácticas  Librería  Tienda  Cafetería  Restaurante  Guardarropa  ; Metro: Atocha (línea 1), Banco de España (línea 2), Retiro (línea 2)  Bus: 9, 10, 14, 19, 27, 34, 37, 45  Renfe: Atocha ;RUIZ DE ALARCON;CALLE;23;28014;RETIRO;4.041.357.557.281.160;-36.913.253.533.221.800;913 302 800;Museo
Museo del Reloj Grassy;  Arquitecto : Eladio Laredo Carranza (1916 - 1917).  Fundado por el relojero francés Grassy en 1955, este museo narra la historia de este aparato de medición. Sus fondos, colección privada, consta de una amplia y variada colección de diferentes nacionalidades y los más variados estilos.  ; Jueves a las 17 y viernes a las 12 horas (excepto festivos).  Las visitas se efectúan con cita previa   Inscripción telefónica: 915 321 007  Inscripción por correo electrónico:  marta@grassy.es    La visita puede ser individual o en grupos de máximo 10 a 12 personas. ;; Metro: Banco de España (línea 2), Sevilla (línea 2)  Bus: 1, 2, 3, 5, 9, 15, 20, 46, 51, 52, 53, 74, 146, 150, M2 ;GRAN VIA;CALLE;1;28013;CENTRO;4.041.913.869.883.690;-36.980.657.388.420.200;915 321 007;Museo
Museo del Robot; El Museo del Robot  nace con la idea de acercar de una forma directa y real el apasionante mundo de los robots de entretenimiento a cualquier tipo de público.;  Visitas guiadas regulares  (entrada libre NO disponible):   Martes a viernes: pases a las 13, 17 y 20 horas    Visitas guiadas para grupos:    Martes, miércoles y Jueves, pases (solo mañanas) de 10:30 a 12:00 horas  ;  Exposición permenente  Visitas guiadas  ; Metro: San Bernardo (líneas 2, 4)  Bus: 3, 21, 147 ;ALBERTO AGUILERA;CALLE;1;28015;CENTRO;4.042.949.061.464.900;-37.068.731.815.207.000;914 478 808;Museo
Museo del Romanticismo;;  Verano (del 2 de mayo al 31 de octubre):  de martes a sábados de 9:30 a 20:30 horas. Domingos y festivos de 10 a 15 horas. Jueves de agosto se cierra a las 00 horas (Museo y Café del Jardín).   De 1 de noviembre a 30 de abril:  de martes a sábado, de 9:30 a 18:30 horas. Domingos y festivos, de 10 a 15 horas.   Cerrado: todos los lunes, días 1 y 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre y un festivo local (15 de mayo)  La Tienda y el Café del Jardín se regirán por el mismo horario de invierno. ;  Biblioteca   Sala de exposiciones  Salón de actos  Acceso para minusválidos   Librería  ; Metro: Tribunal (líneas 1, 10), Alonso Martínez (líneas 4, 5, 10)  Bus: 3, 37, 40, 149  Renfe: Recoletos ;SAN MATEO;CALLE;13;28004;CENTRO;4.042.585.510.296.790;-36.987.835.425.963.000;914 481 045 / 914 480 163;Museo
Museo del Seguro. Fundación Mapfre; Ubicado en el edificio de FUundación MAPFRE exhibe una amplia colección de piezas relacionadas con la historia de la actividad aseguradora desde el siglo  XVIII  hasta nuestros días.  ; De lunes a Viernes previa petición de hora.  ; Visitas guiadas y gratuitas para grupos ; Metro: Colón (línea 4)  Bus: 5, 14, 21, 27, 37, 45, 53, 150  Renfe: Recoletos ;BARBARA DE BRAGANZA;CALLE;14;28004;CENTRO;4.042.388.355.388.780;-3.694.059.645.939.100;"916 025 221 (para reservas)                                      
";Museo
Museo del Traje. Centro de Investigación del Patrimonio Etnológico (CIPE); Edificio de carácter monumental, construido por Jaime López de Asiaín en 1969. Se caracteriza por su estructura de hormigón y su exterior de placas metálicas y triple acristalamiento. ; De martes a sábado de 9:30 a 19 horas. Domingos y festivos de 10 a 15 horas.  Verano (julio y agosto): los jueves se amplia el horario hasta las 22:30 horas.  Cerrado: todos los lunes, 1 y 6 de enero, 1 de mayo, 9 de noviembre, 24, 25 y 31 de diciembre. ;  Visitas comentadas para grupos:  de 15 a 25 personas (con reserva previa) durante todo el año.   Visitas extraordinarias para grupos e individuales  se forman grupos 15 a 25 personas (con reserva previa) durante todo el año.   Visitas para personas con discapacidad visual  dos visitas específicas (con reserva previa) durante todo el año.   Visitas guiadas a la exposición permanente   Para participar en las visitas guiadas es necesario inscribirse previamente en el  teléfono 915 504 708 (de lunes a viernes de 10 a 15 horas)  o por el email en   difusion.reservas.mt@mcu.es    ; Metro: Moncloa (líneas 3, 6), Ciudad Universitaria (línea 6)  Bus: 46, 82, 83, 132, 133, G ;JUAN DE HERRERA;AVENIDA;2;28040;MONCLOA-ARAVACA;40.439.657.822.278.500;-37.278.378.564.088.200;915 504 700 (Información);Museo
Museo Geominero; Construcción típica de la arquitectura en hierro y cristal de principios del siglo XX que alberga colecciones de minerales, rocas y fósiles procedentes de todas las regiones españolas y de antiguos territorios coloniales, así como de yacimientos significados del registro mundial.   Objetivos del museo : conservar, investigar y difundir el patrimonio geológico, paleontológico y mineralógico ;  De lunes a domingo y festivos de 9 a 14 horas  Cerrado los días 1 y 6 de enero y 24, 25 y 31 de diciembre  Visitas guiadas para grupos de lunes a viernes, previa petición cita  ;; Metro: Ríos Rosas (línea 1)  Bus: 3, 5, 12, 37, 45, 149 ;RIOS ROSAS;CALLE;23;28003;CHAMBERI;4.044.205.696.051.330;-36.996.705.622.841.400;913 495 759;Museo
Museo Histórico Minero Don Felipe de Borbón y Grecia;Ubicado en la Escuela Técnica Superior de Ingenieros de Minas; Previa cita concertada para grupos   Mercadillo de minerales y fósiles:  primer domingo de cada mes de 10 a 14 horas (en este período se podrá visitar también el museo y la mina)   Exposición anual  el segundo fin de semana (viernes, sábado y domingo) de marzo (el Museo permanecerá abierto todo el día) ;  Visitas guiadas   Colección de minerales, fósiles y rocas   Sección de maquetas y utensilios utilizados tradicionalmente en la minería   Visita a mina experimental (pozo, castillete, galerías y testeros)  ; Metro: Ríos Rosas (línea 1)  Bus: 3, 12, 37, 45, 149 ;RIOS ROSAS;CALLE;21;28003;CHAMBERI;4.044.207.963.042.670;-37.003.900.716.027.700;913 367 029;Museo
Museo Los Caños del Peral. Estación de Metro Ópera;; Viernes, sábados y domingos de 11 a 13 y de 17 a 19 horas ;;Metro: Ópera (líneas 2, 5 y Ramal). ;ISABEL II;PLAZA;1;28013;CENTRO;4.041.775.560.280.740;-3.709.202.070.089.530;902 444 403 / 917 796 399  (Información);Museo
Museo Lázaro Galdiano;;  Martes a sábados de 10 a 16:30 horas.  Domingos de 10 a 15 horas.  Cerrado todos los lunes, 1 y 6 de enero, 28 y 29 de marzo, 1 y 15 de mayo, 15 de agosto, 1 de noviembre y 24, 25 y 31 de diciembre.    Visitas guiadas  al Museo fuera de horario: de 17:30 a 18:45 horas, previa reserva telefónica en el 915 616 084 (extensión 101).    Horario para reserva telefónica: de lunes a jueves, de 8:30 a 16:30 horas, viernes hasta las 14 horas.   Importe: 2 euros (entrada al museo).   Miércoles y jueves: para grupos previamente constituidos.   Viernes para visitantes individuales reunidos para la visita.   ;; Bus: 9, 12, 16, 19, 51, 61  ;SERRANO;CALLE;122;28006;SALAMANCA;40.436.750.328.725.900;-36.861.980.129.207.800;915 616 084;Museo
Museo Nacional Centro de Arte Reina Sofía (MNCARS);  Edificio Sabatini:  calle Santa Isabel 52.   Edificio Nouvel  (ampliación): ronda de Atocha, esquina a plaza del Emperador Carlos V.   Espacios en el parque del Retiro:  Palacio de Velázquez y Palacio de Cristal ;  De lunes a sábado de 10 a 21 horas y domingos de 10 a 19 horas. A partir de las 14:15 solamente permanecerá abierta la Colección 1, Richard Serra y una exposición temporal, por favor consulte en las web del Museo ( http://www.museoreinasofia.es/ ). El resto del Museo permanecerá cerrado.  Martes cerrado (incluso festivos). Las sedes del Parque del Retiro abren todos los días.  Cerrado los días 1 y 6 de enero, 1 de mayo, 15 de mayo, 9 de noviembre y 24, 25 y 31 de diciembre  ;  Biblioteca y Centro de Documentación  Acceso y servicios para personas con discapacidad  Audioguías y radioguías  Librería y tienda  Punto de información (domingos de 10 a 14 horas)  Cafetería y restaurante  Servicio de información y mediación cultural  Actividades para niños, niños con adultos, jóvenes, seminarios, conferencias, ciclos de cine y video, etc  Club de talleres infantiles (información de actividades, descuentos y promociones)  Aparcamiento para biciletas, en la entrada de la plaza Nouvel, a ambos lados del Edificio Sabatini  Aparcamientos públicos de vehículos: estación de Atocha y plaza Sánchez Bustillo  ; Metro: Atocha (línea 1)  Bus:  6 , 8 , 10 , 14 , 19 , 24 , 26 , 27 , 32 , 34 , 36 , 37 , 41 , 45 , 47 , 54 , 55 , 57 , 59 , 60 , 78 , 85 , 86 , 102 , 116 , 118 , 119 , 141 , 148 , 247 , E3 , Circular  Renfe: C2, C3, C4, C5, C7, C8, C10 ;SANTA ISABEL;CALLE;52;28012;CENTRO;4.040.853.230.723.720;-36.940.315.586.451.400;"917 741 000                                                                                                          
";Museo
Museo Nacional de Antropología; El Museo Nacional de Antropología ofrece al público una visión global de la cultura de diferentes pueblos y  establece las semejanzas o diferencias culturales que les unen o separan para poner de manifiesto la riqueza y diversidad de las culturas existentes a lo largo del mundo, favorece la comprensión intelectual y promueve la tolerancia hacia otros pueblos y otras culturas. El Museo está instalado en el edificio de estilo clasicista construido por el Marqués de Cubas en 1875 por encargo del Doctor González Velasco, fundador de la institución. ;  De martes a sábado de 9:30 a 20 horas   Domingos y festivos: de 10 a 15 horas   Cerrado todos los lunes del año, 1 y 6 de enero, 1 de mayo, 24, 25 y 31 de diciembre y un festivo local.   ;   Biblioteca especializada en Antropología:   Horario: lunes a viernes de 9 a 15horas  Servicio de fotocopias y préstamo interbibliotecario.    Programa de actividades para familias  Programa de visitas escolares para Educación Infantil,  Educación Primaria y Educación Secundaria  ; Metro: Atocha  Bus: 6, 7,10, 14, 19, 24, 26, 27, 32, 34, 37, 45, 85, 150, C  Renfe: Atocha ;ALFONSO XII;CALLE;68;28014;RETIRO;4.040.788.746.746.480;-36.888.747.083.604.800;"915 306 418                                                                                                                                      
";Museo
Museo Nacional de Artes Decorativas; Inaugurado en 1912, su sede es un típico palacete madrileño del último tercio del siglo XIX. El museo posee muebles, cerámicas, vidrios, joyas, tejidos, arte oriental, y hasta 30.000 objetos distintos que a lo largo de la historia han servido para embellecer las casas, palacios y los monumentos de distintas culturas.  El museo posee muestras como el Jarrón de Sevres regalo de Napoleón III, la Cocina Valenciana del siglo XVIII compuesta por más de 1.500 azulejos de Manises, la Mesa de plata del siglo XVI o la colección de alfombras españolas de los siglos XV al XVII. ;  De martes a sábados de 9:30 a 15 horas.   Jueves tarde de 17 a 20 horas.  Cerrado los jueves de julio y agosto.  Domingos y festivos de 10 a 15 horas.   Cerrado: todos los lunes del año, y los días 1 y 6 de enero, 1 y 15 de mayo, 24, 25 y 31 de diciembre.  ;  Exposición de piezas españolas y de procedencia extranjera.     Visitas guiadas a la colección permanente.   Los guías voluntarios del Museo Nacional de Artes Decorativas ofrecen visitas gratuitas a la colección permanente los domingos a las 11:30 horas para todos los visitantes y de martes a viernes a grupos (previa petición de hora en el 915 326 499 -  Ext.  101).   Visitas guiadas individuales  los domingos a las 11:30 horas    Información y reservas para grupos:  915 326 499.  Ext.  101 (En caso de cancelación de la visita, se ruega avisar telefónicamente) ; Metro: Banco de España (línea 2) , Retiro (línea 2)  Bus: 1, 2, 5, 9, 10, 14, 15, 16, 19, 20, 27, 28, 34, 37, 45, 51, 52, 53, 74, 146, 148, 150  Cercanías: Recoletos ;MONTALBAN;CALLE;12;28014;RETIRO;404.178.910.680.573;-3.689.790.044.810.550;915 326 499 / 915 326 845;Museo
Museo Nacional de Ciencias Naturales;Construido por Fernando de la Torriente en 1881 con hierro y cristal. De estructura muy similar a los pabellones con destino a exposiciones construídos en la época. Sus jardines albergan un estanque, el monumento a Isabel la Católica y el monumento a la Constitución de 1978.; De martes a viernes, domingos, festivos y lunes festivos de 10 a 17 horas. Sábados, domingos previos a festivos de 10 a 20 horas. Sábados de julio y agosto de 10 a 15 horas.   Cerrado : todos los lunes no festivos, 1 y 6 de enero, 1 de mayo y 25 de diciembre   Biblioteca : de lunes a viernes de 9 a 15 horas. Julio y agosto: de lunes a viernes de 9 a 14,30 horas   Mediateca  (cerrada por obras). ; Biblioteca de Zoología, Entomología, Econología, Evolución, Geología y Paleontología (consulta en sala, información y referencia, reprografía, préstamo personal e interbibliotecario), Archivo, publicaciones, consulta y asesoramiento científico y técnico, exposiciones permanentes y temporales, actividades culturales, talleres, cursos, Sala de proyecciones. Librería especializada. ; Metro: Gregorio Marañón (líneas 7, 10)  Bus: 7, 12, 14, 27, 40, 45, 147, 150 ;JOSE GUTIERREZ ABASCAL;CALLE;2;28006;CHAMARTIN;4.044.042.943.656.610;-3.690.161.856.630.630;914 111 328 (centralita);Museo
Museo Naval; Temática: historia de la navegación española  ;  De martes a domingo de 10 a 19 horas  Cerrado los lunes y los días 1 y 6 de enero, 24 y 25 diciembre  Agosto de 10 a 15 horas  ;; Metro: Banco de España (línea 2)  Bus: 1, 2, 5, 9, 10, 14, 15, 20, 27, 34, 37, 45, 51, 52, 53, 74, 146 ;PRADO;PASEO;5;28014;RETIRO;4.041.751.289.873.050;-3.692.768.317.427.530;915 238 516 (cita previa visitas grupo);Museo
Museo Postal y Telegráfico; Recorrido temático y cronológico por la evolución de los medios de comunicación y colecciones filatélicas de gran valor histórico, temáticas y por países. ;  Museo: de lunes a viernes de 9 a 14 y de 16 a 18 horas  Biblioteca: de lunes a viernes de 9 a 14 horas  ;;Bus: 161;TAPIA DE CASARIEGO;CALLE;6;28023;MONCLOA-ARAVACA;40.467.706.026.917.400;-37.690.721.403.206.700;917 400 668 / 917 400 664 (biblioteca);Museo
Museo Sorolla;;  De martes a sábado: de 9:30 a 20 horas ininterrumpido   Domingo y festivos: de 10 a 15 horas  Cerrado: todos los lunes del año, 1 de enero, 1 de mayo, 24, 25 y 31 de diciembre, y dos festivos locales.  Jueves 30 de julio, 6,13, 20 y 27 de agosto abierto hasta las 23.30 horas.  ;Autoguías, biblioteca y archivo ; Metro: Iglesia (línea 1), Rubén Darío (línea 5), Gregorio Marañón (líneas 7, 10)  Bus: 5, 7, 14, 16, 27, 40, 45, 61, 147 y 150  ;GENERAL MARTINEZ CAMPOS;PASEO;37;28010;CHAMBERI;4.043.557.863.874.970;-36.923.288.211.390.000;913 101 584;Museo
Museo Taurino de la Plaza de las Ventas; Su existencia data del día de San Isidro de 1951, creado por la extinta Diputación Provincial de Madrid. Sirve como testimonio de los momentos estelares del arte y la historia del toreo  ;  Temporada taurina  (de marzo a octubre): de lunes a viernes de 9:30 a 14:30 horas. Domingos, festivos y días de festejo de 10 a 13 horas   Fuera de temporada  (de noviembre a febrero): de lunes a viernes de 9:30 a 14:30 horas ;; Metro: Ventas (líneas 2, 5)  Bus: 12, 21, 38, 53, 106, 110, 146 ;ALCALA;CALLE;237;28028;SALAMANCA;4.043.157.110.306.010;-3.662.872.780.933.850;"917 251 857                     
";Museo
Museo Thyssen Bornemisza; El Palacio donde se ubica la colección fue el antiguo palacio del duque de Villahermosa. Edificación neoclásica. Posteriormente se adapta como entidad bancaria perdiento sus espacios interiores. Más tarde, pasó a formar parte de los edificios del Museo del Prado. Desde principios de los 90 alberga la Colección Thyssen. El museo ofrece un recorrido por la historia de la pintura europea desde sus inicios en el siglo  XIII , hasta finales del siglo  XX.       Horario general:    Colecciones permanentes:  lunes de 12 a 16 horas (acceso gratuito por patrocinio de MasterCard) y de martes a domingo de 10 a 19 horas. Los días 1 de enero, 1 de mayo y 25 de diciembre, el Museo permanecerá cerrado.   Exposiciones temporales:  de martes a domingo de 10 a 19 horas . Sábados de 10 a 21 horas   Exposiciones temporales en verano:  de martes a sábados, de 10 a 22 horas. Lunes y domingos, de 10 a 19 horas.    Montajes expositivos:  lunes de 12 a 16 horas (Carmen en las colecciones españolas y Calles y rostros de Berlín en las colecciones Thyssen- Bornemisza) y de martes a domingo de 10 a 19 horas.  El desalojo de todas las salas tendrá lugar 5 minutos antes del cierre.  ;;  Accesible a personas con discapacidad (física y sensorial)   Folleto y señalización en braille para invidentes  Librería  Tienda  Cafetería  Restaurante  Guardarropa  Servicio de venta anticipada en las taquillas  Servicio de Audio Guía  ; Metro: Banco de España (línea 2)  Bus: 1, 2,  5, 9, 10, 14, 15, 20, 27, 34, 37, 45, 51, 52, 53, 74, 146, 150  Renfe: Recoletos ;PRADO;PASEO;8;28014;CENTRO;4.041.600.553.697.800;-3.694.744.831.131.070;"902 760 511 (Información general)                                                                                                                                                                                                 
";Museo
Museo Tiflológico;Edificio con una superficie de 1.500  m2  dividido en tres zonas con maquetas de monumentos nacionales e internacionales realizadas por invidentes e instrumentos utilizados por los invidentes desde hace 200 años. Es un espacio concebido para que sus visitantes puedan ver y tocar las piezas expuestas.; Martes a viernes de 10 a 14 horas y de 17 a 20 horas. Sábados de 10 a 14 horas. Lunes, domingos y festivos cerrado.  Las visitas de grupos se realizan previa reserva, de 8 a 14:30 horas, en el teléfono de  información:+34  915 894 292 ;Apropiado para niños a partir de 10 años; Metro: Estrecho  Bus: 3, 42, 64, 66, 124, 127 ;LA CORUÑA;CALLE;18;28020;TETUAN;4.045.519.790.204.090;-37.001.960.485.997.500;915 894 290;Museo
Palacio de Liria; Construído por Ventura Rodríguez entre 1762 y 1780 para el tercer Duque de Berwick y de Liria. De estilo barroco clásico. Destaca su fachada con columnas jónicas y pilastras que descansan sobre un basamento almohadillado.  ; Viernes: visita guiada a las 10 horas, 11 horas y 12 horas.  Visitas: previa petición de cita por escrito o por fax ;; Metro: Ventura Rodríguez (línea 3)  Bus: 1, 2, 44, 74, 133, C ;PRINCESA;CALLE;20;28008;CENTRO;4.042.680.681.645.220;-37.125.979.731.032.400;91 547 53 02;Museo
Palacio Real; Construido sobre el solar del antiguo Alcázar tras un incendio en 1734. Proyectado por Juvara en 1735 y construido por Sachet de 1738 a 1764 bajo las influencias del clasicismo barroco. A partir de 1770, Sabatini añadió el ala sudeste y realizó la gran escalera. Es de destacar el gran patio que articula el edificio y la fachada principal que aloja el balcón y Escudo Real.  Dentro se encuentra el Museo Real Oficina de Farmacia (cerrado por obras de remodelación). ;  De octubre a marzo: de 10 a 18 horas.  De abril a septiembre: de 10 a 20 horas.  Cierre taquillas una hora antes.  Cerrado:   Enero: días 1, 6.  Mayo: día 1.  Octubre: día 12.  Diciembre: 25, los días 24 y 31 taquillas 14 horas cerradas y monumento a las 15 horas cerrado.    El  7 de diciembre  abierto horario de mañana y tarde.  ;" Librería. Exposición permanente Cuarteto Real (colección de cinco stradivarius). Visita incluida en el precio de la entrada. Más información: teléfono 91 542 00 59. Accesible a personas con minusvalía (física).   Iluminación del Palacio : todos los días, del atardecer hasta las 2 de la madrugada   Cambio de guardia : primer miércoles de cada mes (si la climatología lo permite) a las 12 horas, en la Plaza de la Armería. Además se producirá un cambio de guardia reducido el resto de miércoles del mes a las 12 horas, en la Puerta del Príncipe (Plaza de Oriente). Sin relevo: en julio, agosto y septiembre.   Archivo General de Palacio     Horario:  lunes, miércoles y viernes de 9 a 14:30 horas; martes y jueves de 9 a 18 horas  "; Metro: Ópera (líneas 2, 5 y Ramal Opera Norte)  Bus: 3, 25, 39, 148 ;BAILEN;CALLE;0;28013;CENTRO;4.042.075.212.551.190;-3.712.699.107.286.400;914 548 700 (Información general);Museo
Panteón de Hombres Ilustres; La construcción de este edificio responde a dos de las constantes de fines de siglo: la arquitectura historicista y la escultura funeraria. En él reposan trece personajes ilustres de la historia política y militar española. ;"  De martes a sábado de 10 a 14 y de 16 a 18:30 horas  Domingos y festivos de 10 a 15 horas. Lunes cerrado   Cerrado :    Enero los días 1 y 6  Mayo el día 1  Diciembre el día 25 ; los días 24 y 31 (desde las 14:30 horas), monumento cerrado a las 15 horas.    Cierre del acceso al monumento media hora antes.  Nota. El  7 de diciembre  abierto en horario de mañana y tarde.  ";; Metro: Atocha (línea 1)  Bus: 10, 14, 24, 32, 37, 54, 57, 141  Renfe: Atocha ;JULIAN GAYARRE;CALLE;3;28014;RETIRO;4.040.622.617.519.110;-3.683.413.041.846.520;914 548 700 (Información general);Museo
Parroquia Santa Cruz;;;; Metro: Sol (líneas 1, 2, 3), Tirso de Molina (línea 1)  Bus: 3, 6, 17, 18, 23, 26, 31, 32, 35, 50, 65, M1  Renfe: Sol ;ATOCHA;CALLE;6;28012;CENTRO;40.414.608.558.946.000;-3.705.255.882.048.690;913 691 239;Museo
Planetario de Madrid; Inaugurado el 29 de septiembre de 1986, es un centro dependiente del Área de Cultura y Deportes del Ayuntamiento de Madrid.  Siempre con el fin de contribuir a la difusión de la astronomía y de la ciencia en general, tanto entre escolares como entre el público de cualquier edad y condición, posee una variada oferta de  proyecciones  audiovisuales,  exposiciones  y  actividades  (talleres, cursos, conferencias, observaciones públicas...).  Las proyecciones que se ofrecen en el Planetario de Madrid se renuevan periódicamente, y tienen una duración aproximada de 45 minutos.  Existen dos programaciones básicas diferentes: una activa durante el verano y época de vacaciones escolares, y otra durante el curso escolar. Durante el curso escolar, las proyecciones de las mañanas de los días lectivos se reservan a  escolares . ;  Horario:     De martes a viernes (días lectivos): de 9:30 a 13:45 horas, y de 17 a 19:45 horas.  Sábados, domingos y festivos (excepto lunes): de 11 a 13:45 horas, y de 17 a 20:45 horas.    Días de cierre:     Todos los  lunes  del año .   Días 24, 25 y 31 de diciembre, y 1 de enero. Día 5 de enero (tarde), y 6 de enero (mañana).  Revisión técnica anual: para el año 2016,  del 11 al 22 de enero.   ;  2 salas de exposiciones  Sala de Astrónomos  Sala de Vídeo  Sala de Proyección  Sala de Retroproyección  Venta de catálogos de exposiciones del Planetario de Madrid  ; Metro: Méndez Álvaro (línea 6)   Bus: 148, 156 ;PLANETARIO;AVENIDA;16;28045;ARGANZUELA;4.039.227.092.120.190;-3.684.968.648.157.020;"914 673 461 (reserva grupos)                                                                                                                                                                                                                                                                                                                                                                 
914 673 898 (contestador automático de información)";Museo
Real Basílica San Francisco el Grande; Conjunto conventual que sustituyó al monasterio franciscano medieval, construido por Francisco de las Cabezas entre 1761 y 1768, que fue relevado por Antonio Polo y que concluye Francisco Sabatini en 1784 donde se exponen colecciones de pinturas de los siglos  XVII  al  XIX.  ;  Museo:     De martes a viernes de 10:30 a 12:30 y de 16 a 18 horas  Sábados de 10:30 a 12:30 y de 16 a 18 horas (si no se ofician actos religiosos).   Julio y agosto: de martes a domingo de 10:30 a 12:30 y de 17 a 19 horas.  ;; Metro: La Latina (línea 5) , Puerta de Toledo (línea 5)  Bus:  3, 17, 18, 23, 31, 35, 36, 41, 50, 60, 65, 148, 749, C1, C2 ;SAN BUENAVENTURA;CALLE;1;28005;CENTRO;4.041.084.005.024.220;-3.714.503.845.728.280;913 653 800;Museo
